question,category,label
변사체 검시 방해가 성립하지 않는 경우도 있나요?,중권리행사방해,0
변사체 검시 방해는 어떤 행위를 하면 성립하나요?,변사체 검시 방해,1
변사체 검시 방해는 어떤 행위를 하면 성립하나요?,분묘의 발굴,0
변사체 검시 방해는 어떤 행위를 하면 성립하나요?,금고와 구류,0
현주건조물 등 방화는 실수로 해도 처벌되나요?,현주건조물 등 방화,1
현주건조물 등 방화는 실수로 해도 처벌되나요?,자백ㆍ자수,0
현주건조물 등 방화는 실수로 해도 처벌되나요?,피의사실공표,0
현주건조물 등 방화는 어떤 행위를 하면 성립하나요?,현주건조물 등 방화,1
현주건조물 등 방화는 어떤 행위를 하면 성립하나요?,공범과 신분,0
현주건조물 등 방화는 어떤 행위를 하면 성립하나요?,다중불해산,0
현주건조물 등 방화가 성립하지 않는 경우도 있나요?,현주건조물 등 방화,1
현주건조물 등 방화가 성립하지 않는 경우도 있나요?,폭발성물건파열,0
현주건조물 등 방화가 성립하지 않는 경우도 있나요?,"의사 등의 낙태, 부동의낙태",0
피해자가 원하지 않아도 공용건조물 등 방화로 처벌되나요?,공용건조물 등 방화,1
피해자가 원하지 않아도 공용건조물 등 방화로 처벌되나요?,"친족간의 범행, 동력",0
피해자가 원하지 않아도 공용건조물 등 방화로 처벌되나요?,대한민국과 대한민국국민에 대한 국외범,0
공용건조물 등 방화에 대해 설명해 주세요.,공용건조물 등 방화,1
공용건조물 등 방화에 대해 설명해 주세요.,공무원의 직무상 범죄에 대한 형의 가중,0
공용건조물 등 방화에 대해 설명해 주세요.,피해자의 의사,0
공용건조물 등 방화는 실수로 해도 처벌되나요?,공용건조물 등 방화,1
공용건조물 등 방화는 실수로 해도 처벌되나요?,판결선고전 구금일수의 통산,0
공용건조물 등 방화는 실수로 해도 처벌되나요?,정당방위,0
일반건조물 등 방화에 해당하는 구체적인 예시가 있을까요?,일반건조물 등 방화,1
일반건조물 등 방화에 해당하는 구체적인 예시가 있을까요?,먹는 물의 사용방해,0
일반건조물 등 방화에 해당하는 구체적인 예시가 있을까요?,음화제조 등,0
일반건조물 등 방화에 대한 처벌 수위는 어떻게 되나요?,일반건조물 등 방화,1
일반건조물 등 방화에 대한 처벌 수위는 어떻게 되나요?,알선수뢰,0
일반건조물 등 방화에 대한 처벌 수위는 어떻게 되나요?,일반이적,0
일반건조물 등 방화가 성립하지 않는 경우도 있나요?,일반건조물 등 방화,1
일반건조물 등 방화가 성립하지 않는 경우도 있나요?,내란목적의 살인,0
일반건조물 등 방화가 성립하지 않는 경우도 있나요?,강도,0
일반물건 방화는 실수로 해도 처벌되나요?,일반물건 방화,1
일반물건 방화는 실수로 해도 처벌되나요?,"학대, 존속학대",0
일반물건 방화는 실수로 해도 처벌되나요?,공동정범,0
일반물건 방화가 성립하지 않는 경우도 있나요?,일반물건 방화,1
일반물건 방화가 성립하지 않는 경우도 있나요?,권리행사방해,0
일반물건 방화가 성립하지 않는 경우도 있나요?,미수범의 처벌,0
일반물건 방화에 대한 처벌 수위는 어떻게 되나요?,일반물건 방화,1
일반물건 방화에 대한 처벌 수위는 어떻게 되나요?,교사범,0
일반물건 방화에 대한 처벌 수위는 어떻게 되나요?,독립행위의 경합,0
연소가 성립하지 않는 경우도 있나요?,연소,1
연소가 성립하지 않는 경우도 있나요?,정당방위,0
연소가 성립하지 않는 경우도 있나요?,"몰수, 추징",0
연소가 적용되는 조건은 무엇인가요?,연소,1
연소가 적용되는 조건은 무엇인가요?,허위진단서등의 작성,0
연소가 적용되는 조건은 무엇인가요?,판결의 공시,0
연소는 어떤 행위를 하면 성립하나요?,연소,1
연소는 어떤 행위를 하면 성립하나요?,뇌물공여 등,0
연소는 어떤 행위를 하면 성립하나요?,형의 시효의 정지,0
진화방해에 해당하는 구체적인 예시가 있을까요?,진화방해,1
진화방해에 해당하는 구체적인 예시가 있을까요?,"미성년자에 대한 간음, 추행",0
진화방해에 해당하는 구체적인 예시가 있을까요?,"유기, 존속유기",0
진화방해가 적용되는 조건은 무엇인가요?,진화방해,1
진화방해가 적용되는 조건은 무엇인가요?,누범,0
진화방해가 적용되는 조건은 무엇인가요?,몰수의 대상과 추징,0
피해자가 원하지 않아도 진화방해로 처벌되나요?,진화방해,1
피해자가 원하지 않아도 진화방해로 처벌되나요?,인권옹호직무방해,0
피해자가 원하지 않아도 진화방해로 처벌되나요?,아편 등의 소지,0
실화가 적용되는 조건은 무엇인가요?,실화,1
실화가 적용되는 조건은 무엇인가요?,준강도,0
실화가 적용되는 조건은 무엇인가요?,"미성년자에 대한 간음, 추행",0
실화에 대해 설명해 주세요.,실화,1
실화에 대해 설명해 주세요.,"횡령, 배임",0
실화에 대해 설명해 주세요.,준강도,0
피해자가 원하지 않아도 실화로 처벌되나요?,실화,1
피해자가 원하지 않아도 실화로 처벌되나요?,강도,0
피해자가 원하지 않아도 실화로 처벌되나요?,정당방위,0
"업무상실화, 중실화에 대해 설명해 주세요.","업무상실화, 중실화",1
"업무상실화, 중실화에 대해 설명해 주세요.",아편흡식기의 제조 등,0
"업무상실화, 중실화에 대해 설명해 주세요.",사기,0
"업무상실화, 중실화가 적용되는 조건은 무엇인가요?","업무상실화, 중실화",1
"업무상실화, 중실화가 적용되는 조건은 무엇인가요?",위조사문서등의 행사,0
"업무상실화, 중실화가 적용되는 조건은 무엇인가요?",법률의 착오,0
"피해자가 원하지 않아도 업무상실화, 중실화로 처벌되나요?","업무상실화, 중실화",1
"피해자가 원하지 않아도 업무상실화, 중실화로 처벌되나요?",타인의 권리대상이 된 자기의 물건,0
"피해자가 원하지 않아도 업무상실화, 중실화로 처벌되나요?","협박, 존속협박",0
폭발성물건파열에 해당하는 구체적인 예시가 있을까요?,폭발성물건파열,1
폭발성물건파열에 해당하는 구체적인 예시가 있을까요?,기차 등의 전복 등,0
폭발성물건파열에 해당하는 구체적인 예시가 있을까요?,"사인등의 위조, 부정사용",0
폭발성물건파열가 적용되는 조건은 무엇인가요?,폭발성물건파열,1
폭발성물건파열가 적용되는 조건은 무엇인가요?,범인은닉과 친족간의 특례,0
폭발성물건파열가 적용되는 조건은 무엇인가요?,"경매, 입찰의 방해",0
폭발성물건파열는 실수로 해도 처벌되나요?,폭발성물건파열,1
폭발성물건파열는 실수로 해도 처벌되나요?,정당행위,0
폭발성물건파열는 실수로 해도 처벌되나요?,"유기, 존속유기",0
가스ㆍ전기등 공급방해는 실수로 해도 처벌되나요?,가스ㆍ전기등 공급방해,1
가스ㆍ전기등 공급방해는 실수로 해도 처벌되나요?,유기등 치사상,0
가스ㆍ전기등 공급방해는 실수로 해도 처벌되나요?,노역장 유치,0
가스ㆍ전기등 공급방해에 대한 처벌 수위는 어떻게 되나요?,가스ㆍ전기등 공급방해,1
가스ㆍ전기등 공급방해에 대한 처벌 수위는 어떻게 되나요?,공무원의 직무상 범죄에 대한 형의 가중,0
가스ㆍ전기등 공급방해에 대한 처벌 수위는 어떻게 되나요?,형기의 기산,0
가스ㆍ전기등 공급방해에 대해 설명해 주세요.,가스ㆍ전기등 공급방해,1
가스ㆍ전기등 공급방해에 대해 설명해 주세요.,강요,0
가스ㆍ전기등 공급방해에 대해 설명해 주세요.,형기의 기산,0
"예비, 음모가 성립하지 않는 경우도 있나요?","예비, 음모",1
"예비, 음모가 성립하지 않는 경우도 있나요?",수리방해,0
"예비, 음모가 성립하지 않는 경우도 있나요?",아편흡식기의 제조 등,0
타인의 권리대상이 된 자기의 물건에 대해 설명해 주세요.,타인의 권리대상이 된 자기의 물건,1
타인의 권리대상이 된 자기의 물건에 대해 설명해 주세요.,먹는 물의 사용방해,0
타인의 권리대상이 된 자기의 물건에 대해 설명해 주세요.,피의사실공표,0
피해자가 원하지 않아도 타인의 권리대상이 된 자기의 물건로 처벌되나요?,타인의 권리대상이 된 자기의 물건,1
피해자가 원하지 않아도 타인의 권리대상이 된 자기의 물건로 처벌되나요?,위조통화의 취득,0
피해자가 원하지 않아도 타인의 권리대상이 된 자기의 물건로 처벌되나요?,"미성년자의 약취, 유인",0
타인의 권리대상이 된 자기의 물건는 어떤 행위를 하면 성립하나요?,타인의 권리대상이 된 자기의 물건,1
타인의 권리대상이 된 자기의 물건는 어떤 행위를 하면 성립하나요?,범인은닉과 친족간의 특례,0
타인의 권리대상이 된 자기의 물건는 어떤 행위를 하면 성립하나요?,공연음란,0
현주건조물등에의 일수가 적용되는 조건은 무엇인가요?,현주건조물등에의 일수,1
현주건조물등에의 일수가 적용되는 조건은 무엇인가요?,폭발성물건파열,0
현주건조물등에의 일수가 적용되는 조건은 무엇인가요?,"위증, 모해위증",0
현주건조물등에의 일수는 실수로 해도 처벌되나요?,현주건조물등에의 일수,1
현주건조물등에의 일수는 실수로 해도 처벌되나요?,"추행 등 목적 약취, 유인 등",0
현주건조물등에의 일수는 실수로 해도 처벌되나요?,위계 등에 의한 촉탁살인 등,0
현주건조물등에의 일수가 성립하지 않는 경우도 있나요?,현주건조물등에의 일수,1
현주건조물등에의 일수가 성립하지 않는 경우도 있나요?,미수범의 처벌,0
현주건조물등에의 일수가 성립하지 않는 경우도 있나요?,내란,0
공용건조물 등에의 일수가 적용되는 조건은 무엇인가요?,공용건조물 등에의 일수,1
공용건조물 등에의 일수가 적용되는 조건은 무엇인가요?,특수도주,0
공용건조물 등에의 일수가 적용되는 조건은 무엇인가요?,특수공무방해,0
공용건조물 등에의 일수에 해당하는 구체적인 예시가 있을까요?,공용건조물 등에의 일수,1
공용건조물 등에의 일수에 해당하는 구체적인 예시가 있을까요?,"자수, 자복",0
공용건조물 등에의 일수에 해당하는 구체적인 예시가 있을까요?,"공용서류 등의 무효, 공용물의 파괴",0
공용건조물 등에의 일수에 대해 설명해 주세요.,공용건조물 등에의 일수,1
공용건조물 등에의 일수에 대해 설명해 주세요.,시체 등의 유기 등,0
공용건조물 등에의 일수에 대해 설명해 주세요.,정당방위,0
일반건조물 등에의 일수에 대해 설명해 주세요.,일반건조물 등에의 일수,1
일반건조물 등에의 일수에 대해 설명해 주세요.,해상강도,0
일반건조물 등에의 일수에 대해 설명해 주세요.,외국에 대한 사전,0
일반건조물 등에의 일수는 실수로 해도 처벌되나요?,일반건조물 등에의 일수,1
일반건조물 등에의 일수는 실수로 해도 처벌되나요?,집행유예의 실효,0
일반건조물 등에의 일수는 실수로 해도 처벌되나요?,신용훼손,0
일반건조물 등에의 일수가 적용되는 조건은 무엇인가요?,일반건조물 등에의 일수,1
일반건조물 등에의 일수가 적용되는 조건은 무엇인가요?,자격정지,0
일반건조물 등에의 일수가 적용되는 조건은 무엇인가요?,공용건조물 등 방화,0
방수방해에 대한 처벌 수위는 어떻게 되나요?,방수방해,1
방수방해에 대한 처벌 수위는 어떻게 되나요?,과실치사,0
방수방해에 대한 처벌 수위는 어떻게 되나요?,위조유가증권 등의 행사 등,0
피해자가 원하지 않아도 방수방해로 처벌되나요?,방수방해,1
피해자가 원하지 않아도 방수방해로 처벌되나요?,피해자의 의사,0
피해자가 원하지 않아도 방수방해로 처벌되나요?,낙태,0
방수방해에 대해 설명해 주세요.,방수방해,1
방수방해에 대해 설명해 주세요.,가석방의 실효,0
방수방해에 대해 설명해 주세요.,"업무상과실, 중과실",0
과실일수에 해당하는 구체적인 예시가 있을까요?,과실일수,1
과실일수에 해당하는 구체적인 예시가 있을까요?,실화,0
과실일수에 해당하는 구체적인 예시가 있을까요?,법률상의 감경,0
과실일수에 대한 처벌 수위는 어떻게 되나요?,과실일수,1
과실일수에 대한 처벌 수위는 어떻게 되나요?,자격정지의 병과,0
과실일수에 대한 처벌 수위는 어떻게 되나요?,피해자의 의사,0
피해자가 원하지 않아도 과실일수로 처벌되나요?,과실일수,1
피해자가 원하지 않아도 과실일수로 처벌되나요?,형의 종류,0
피해자가 원하지 않아도 과실일수로 처벌되나요?,사자의 명예훼손,0
"피해자가 원하지 않아도 예비, 음모로 처벌되나요?","예비, 음모",1
"피해자가 원하지 않아도 예비, 음모로 처벌되나요?",인과관계,0
"피해자가 원하지 않아도 예비, 음모로 처벌되나요?",석방일,0
수리방해에 해당하는 구체적인 예시가 있을까요?,수리방해,1
수리방해에 해당하는 구체적인 예시가 있을까요?,수돗물의 사용방해,0
수리방해에 해당하는 구체적인 예시가 있을까요?,자격정지 또는 벌금의 병과,0
수리방해는 어떤 행위를 하면 성립하나요?,수리방해,1
수리방해는 어떤 행위를 하면 성립하나요?,외교상기밀의 누설,0
수리방해는 어떤 행위를 하면 성립하나요?,중권리행사방해,0
수리방해에 대한 처벌 수위는 어떻게 되나요?,수리방해,1
수리방해에 대한 처벌 수위는 어떻게 되나요?,판결선고 전 구금과 가석방,0
수리방해에 대한 처벌 수위는 어떻게 되나요?,다중불해산,0
피해자가 원하지 않아도 일반교통방해로 처벌되나요?,일반교통방해,1
피해자가 원하지 않아도 일반교통방해로 처벌되나요?,"상해, 존속상해",0
피해자가 원하지 않아도 일반교통방해로 처벌되나요?,국외에 있는 내국선박 등에서 외국인이 범한 죄,0
일반교통방해에 대해 설명해 주세요.,일반교통방해,1
일반교통방해에 대해 설명해 주세요.,특수협박,0
일반교통방해에 대해 설명해 주세요.,"중체포, 중감금, 존속중체포, 존속중감금",0
일반교통방해가 적용되는 조건은 무엇인가요?,일반교통방해,1
일반교통방해가 적용되는 조건은 무엇인가요?,친족간의 범행,0
일반교통방해가 적용되는 조건은 무엇인가요?,판결선고전 구금일수의 통산,0
"피해자가 원하지 않아도 기차, 선박 등의 교통방해로 처벌되나요?","기차, 선박 등의 교통방해",1
"피해자가 원하지 않아도 기차, 선박 등의 교통방해로 처벌되나요?","협박, 존속협박",0
"피해자가 원하지 않아도 기차, 선박 등의 교통방해로 처벌되나요?",업무방해,0
"기차, 선박 등의 교통방해가 적용되는 조건은 무엇인가요?","기차, 선박 등의 교통방해",1
"기차, 선박 등의 교통방해가 적용되는 조건은 무엇인가요?",법률의 착오,0
"기차, 선박 등의 교통방해가 적용되는 조건은 무엇인가요?","국기, 국장의 모독",0
"기차, 선박 등의 교통방해에 해당하는 구체적인 예시가 있을까요?","기차, 선박 등의 교통방해",1
"기차, 선박 등의 교통방해에 해당하는 구체적인 예시가 있을까요?",벌금의 병과,0
"기차, 선박 등의 교통방해에 해당하는 구체적인 예시가 있을까요?",업무상과실ㆍ중과실 치사상,0
기차 등의 전복 등가 적용되는 조건은 무엇인가요?,기차 등의 전복 등,1
기차 등의 전복 등가 적용되는 조건은 무엇인가요?,위조통화 취득 후의 지정행사,0
기차 등의 전복 등가 적용되는 조건은 무엇인가요?,외국에 대한 사전,0
기차 등의 전복 등에 대해 설명해 주세요.,기차 등의 전복 등,1
기차 등의 전복 등에 대해 설명해 주세요.,몰수의 부가성,0
기차 등의 전복 등에 대해 설명해 주세요.,종범,0
기차 등의 전복 등는 어떤 행위를 하면 성립하나요?,기차 등의 전복 등,1
기차 등의 전복 등는 어떤 행위를 하면 성립하나요?,특수손괴,0
기차 등의 전복 등는 어떤 행위를 하면 성립하나요?,"도박, 상습도박",0
교통방해치사상가 적용되는 조건은 무엇인가요?,교통방해치사상,1
교통방해치사상가 적용되는 조건은 무엇인가요?,"자백, 자수",0
교통방해치사상가 적용되는 조건은 무엇인가요?,업무상과실ㆍ중과실 치사상,0
교통방해치사상는 어떤 행위를 하면 성립하나요?,교통방해치사상,1
교통방해치사상는 어떤 행위를 하면 성립하나요?,"외국의 국기, 국장의 모독",0
교통방해치사상는 어떤 행위를 하면 성립하나요?,연소,0
피해자가 원하지 않아도 교통방해치사상로 처벌되나요?,교통방해치사상,1
피해자가 원하지 않아도 교통방해치사상로 처벌되나요?,특수도주,0
피해자가 원하지 않아도 교통방해치사상로 처벌되나요?,"약취, 유인, 매매, 이송 등 상해ㆍ치상",0
"과실, 업무상과실, 중과실는 실수로 해도 처벌되나요?","과실, 업무상과실, 중과실",1
"과실, 업무상과실, 중과실는 실수로 해도 처벌되나요?","판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범",0
"과실, 업무상과실, 중과실는 실수로 해도 처벌되나요?",인과관계,0
"과실, 업무상과실, 중과실가 적용되는 조건은 무엇인가요?","과실, 업무상과실, 중과실",1
"과실, 업무상과실, 중과실가 적용되는 조건은 무엇인가요?",가스ㆍ전기등 공급방해,0
"과실, 업무상과실, 중과실가 적용되는 조건은 무엇인가요?","도박, 상습도박",0
"과실, 업무상과실, 중과실에 해당하는 구체적인 예시가 있을까요?","과실, 업무상과실, 중과실",1
"과실, 업무상과실, 중과실에 해당하는 구체적인 예시가 있을까요?",공무상 비밀의 누설,0
"과실, 업무상과실, 중과실에 해당하는 구체적인 예시가 있을까요?",판결의 공시,0
먹는 물의 사용방해가 성립하지 않는 경우도 있나요?,먹는 물의 사용방해,1
먹는 물의 사용방해가 성립하지 않는 경우도 있나요?,"약취, 유인, 매매, 이송 등 살인ㆍ치사",0
먹는 물의 사용방해가 성립하지 않는 경우도 있나요?,수도불통,0
먹는 물의 사용방해가 적용되는 조건은 무엇인가요?,먹는 물의 사용방해,1
먹는 물의 사용방해가 적용되는 조건은 무엇인가요?,몰수의 대상과 추징,0
먹는 물의 사용방해가 적용되는 조건은 무엇인가요?,형의 시효의 기간,0
먹는 물의 사용방해에 대한 처벌 수위는 어떻게 되나요?,먹는 물의 사용방해,1
먹는 물의 사용방해에 대한 처벌 수위는 어떻게 되나요?,과실치사,0
먹는 물의 사용방해에 대한 처벌 수위는 어떻게 되나요?,형의 경중,0
피해자가 원하지 않아도 수돗물의 사용방해로 처벌되나요?,수돗물의 사용방해,1
피해자가 원하지 않아도 수돗물의 사용방해로 처벌되나요?,선고유예의 효과,0
피해자가 원하지 않아도 수돗물의 사용방해로 처벌되나요?,공문서등의 위조ㆍ변조,0
수돗물의 사용방해는 실수로 해도 처벌되나요?,수돗물의 사용방해,1
수돗물의 사용방해는 실수로 해도 처벌되나요?,공무상 보관물의 무효,0
수돗물의 사용방해는 실수로 해도 처벌되나요?,해상강도,0
수돗물의 사용방해가 성립하지 않는 경우도 있나요?,수돗물의 사용방해,1
수돗물의 사용방해가 성립하지 않는 경우도 있나요?,"공용서류 등의 무효, 공용물의 파괴",0
수돗물의 사용방해가 성립하지 않는 경우도 있나요?,구류,0
먹는 물 혼독치사상에 해당하는 구체적인 예시가 있을까요?,먹는 물 혼독치사상,1
먹는 물 혼독치사상에 해당하는 구체적인 예시가 있을까요?,동맹국,0
먹는 물 혼독치사상에 해당하는 구체적인 예시가 있을까요?,아동혹사,0
먹는 물 혼독치사상에 대한 처벌 수위는 어떻게 되나요?,먹는 물 혼독치사상,1
먹는 물 혼독치사상에 대한 처벌 수위는 어떻게 되나요?,법률상의 감경,0
먹는 물 혼독치사상에 대한 처벌 수위는 어떻게 되나요?,먹는 물의 사용방해,0
먹는 물 혼독치사상에 대해 설명해 주세요.,먹는 물 혼독치사상,1
먹는 물 혼독치사상에 대해 설명해 주세요.,강간 등 상해ㆍ치상,0
먹는 물 혼독치사상에 대해 설명해 주세요.,선택형과 정상참작감경,0
수도불통는 실수로 해도 처벌되나요?,수도불통,1
수도불통는 실수로 해도 처벌되나요?,"중상해, 존속중상해",0
수도불통는 실수로 해도 처벌되나요?,위계에 의한 공무집행방해,0
수도불통가 적용되는 조건은 무엇인가요?,수도불통,1
수도불통가 적용되는 조건은 무엇인가요?,복권,0
수도불통가 적용되는 조건은 무엇인가요?,사실의 착오,0
수도불통에 대해 설명해 주세요.,수도불통,1
수도불통에 대해 설명해 주세요.,현주건조물등에의 일수,0
수도불통에 대해 설명해 주세요.,노역장 유치,0
"예비, 음모에 해당하는 구체적인 예시가 있을까요?","예비, 음모",1
"예비, 음모에 해당하는 구체적인 예시가 있을까요?",집행유예의 취소,0
"예비, 음모에 해당하는 구체적인 예시가 있을까요?",가석방의 취소,0
피해자가 원하지 않아도 아편 등의 제조 등로 처벌되나요?,아편 등의 제조 등,1
피해자가 원하지 않아도 아편 등의 제조 등로 처벌되나요?,위조사문서등의 행사,0
피해자가 원하지 않아도 아편 등의 제조 등로 처벌되나요?,물건제공이적,0
아편 등의 제조 등는 실수로 해도 처벌되나요?,아편 등의 제조 등,1
아편 등의 제조 등는 실수로 해도 처벌되나요?,업무상과실ㆍ중과실 치사상,0
아편 등의 제조 등는 실수로 해도 처벌되나요?,공무원자격의 사칭,0
아편 등의 제조 등에 해당하는 구체적인 예시가 있을까요?,아편 등의 제조 등,1
아편 등의 제조 등에 해당하는 구체적인 예시가 있을까요?,시체 등의 오욕,0
아편 등의 제조 등에 해당하는 구체적인 예시가 있을까요?,사형,0
아편흡식기의 제조 등에 대한 처벌 수위는 어떻게 되나요?,아편흡식기의 제조 등,1
아편흡식기의 제조 등에 대한 처벌 수위는 어떻게 되나요?,내국인의 국외범,0
아편흡식기의 제조 등에 대한 처벌 수위는 어떻게 되나요?,"음모, 예비",0
아편흡식기의 제조 등는 실수로 해도 처벌되나요?,아편흡식기의 제조 등,1
아편흡식기의 제조 등는 실수로 해도 처벌되나요?,아편 등의 제조 등,0
아편흡식기의 제조 등는 실수로 해도 처벌되나요?,외국에 대한 사전,0
피해자가 원하지 않아도 아편흡식기의 제조 등로 처벌되나요?,아편흡식기의 제조 등,1
피해자가 원하지 않아도 아편흡식기의 제조 등로 처벌되나요?,"자수, 자복",0
피해자가 원하지 않아도 아편흡식기의 제조 등로 처벌되나요?,선고유예의 실효,0
피해자가 원하지 않아도 세관 공무원의 아편 등의 수입로 처벌되나요?,세관 공무원의 아편 등의 수입,1
피해자가 원하지 않아도 세관 공무원의 아편 등의 수입로 처벌되나요?,과료,0
피해자가 원하지 않아도 세관 공무원의 아편 등의 수입로 처벌되나요?,고소,0
세관 공무원의 아편 등의 수입에 해당하는 구체적인 예시가 있을까요?,세관 공무원의 아편 등의 수입,1
세관 공무원의 아편 등의 수입에 해당하는 구체적인 예시가 있을까요?,금고와 구류,0
세관 공무원의 아편 등의 수입에 해당하는 구체적인 예시가 있을까요?,자격모용에 의한 공문서 등의 작성,0
세관 공무원의 아편 등의 수입에 대한 처벌 수위는 어떻게 되나요?,세관 공무원의 아편 등의 수입,1
세관 공무원의 아편 등의 수입에 대한 처벌 수위는 어떻게 되나요?,사실의 착오,0
세관 공무원의 아편 등의 수입에 대한 처벌 수위는 어떻게 되나요?,간첩,0
"피해자가 원하지 않아도 아편흡식 등, 동장소제공로 처벌되나요?","아편흡식 등, 동장소제공",1
"피해자가 원하지 않아도 아편흡식 등, 동장소제공로 처벌되나요?",친족간의 범행과 고소,0
"피해자가 원하지 않아도 아편흡식 등, 동장소제공로 처벌되나요?",강간 등 상해ㆍ치상,0
"아편흡식 등, 동장소제공는 어떤 행위를 하면 성립하나요?","아편흡식 등, 동장소제공",1
"아편흡식 등, 동장소제공는 어떤 행위를 하면 성립하나요?",내란,0
"아편흡식 등, 동장소제공는 어떤 행위를 하면 성립하나요?",불능범,0
"아편흡식 등, 동장소제공가 적용되는 조건은 무엇인가요?","아편흡식 등, 동장소제공",1
"아편흡식 등, 동장소제공가 적용되는 조건은 무엇인가요?",일반교통방해,0
"아편흡식 등, 동장소제공가 적용되는 조건은 무엇인가요?",유가증권의 위조 등,0
상습범는 어떤 행위를 하면 성립하나요?,상습범,1
상습범는 어떤 행위를 하면 성립하나요?,벌금,0
상습범는 어떤 행위를 하면 성립하나요?,사기,0
상습범에 해당하는 구체적인 예시가 있을까요?,상습범,1
상습범에 해당하는 구체적인 예시가 있을까요?,"의사 등의 낙태, 부동의낙태",0
상습범에 해당하는 구체적인 예시가 있을까요?,"불법체포, 불법감금",0
상습범가 성립하지 않는 경우도 있나요?,상습범,1
상습범가 성립하지 않는 경우도 있나요?,종범,0
상습범가 성립하지 않는 경우도 있나요?,"국기, 국장의 비방",0
자격정지 또는 벌금의 병과가 적용되는 조건은 무엇인가요?,자격정지 또는 벌금의 병과,1
자격정지 또는 벌금의 병과가 적용되는 조건은 무엇인가요?,"협박, 존속협박",0
자격정지 또는 벌금의 병과가 적용되는 조건은 무엇인가요?,교통방해치사상,0
자격정지 또는 벌금의 병과는 어떤 행위를 하면 성립하나요?,자격정지 또는 벌금의 병과,1
자격정지 또는 벌금의 병과는 어떤 행위를 하면 성립하나요?,공동정범,0
자격정지 또는 벌금의 병과는 어떤 행위를 하면 성립하나요?,중손괴,0
자격정지 또는 벌금의 병과가 성립하지 않는 경우도 있나요?,자격정지 또는 벌금의 병과,1
자격정지 또는 벌금의 병과가 성립하지 않는 경우도 있나요?,특수강도,0
자격정지 또는 벌금의 병과가 성립하지 않는 경우도 있나요?,준사기,0
아편 등의 소지에 대한 처벌 수위는 어떻게 되나요?,아편 등의 소지,1
아편 등의 소지에 대한 처벌 수위는 어떻게 되나요?,복권,0
아편 등의 소지에 대한 처벌 수위는 어떻게 되나요?,인신매매,0
피해자가 원하지 않아도 아편 등의 소지로 처벌되나요?,아편 등의 소지,1
피해자가 원하지 않아도 아편 등의 소지로 처벌되나요?,점유이탈물횡령,0
피해자가 원하지 않아도 아편 등의 소지로 처벌되나요?,"수뢰, 사전수뢰",0
아편 등의 소지가 성립하지 않는 경우도 있나요?,아편 등의 소지,1
아편 등의 소지가 성립하지 않는 경우도 있나요?,정상참작감경,0
아편 등의 소지가 성립하지 않는 경우도 있나요?,무고,0
"몰수, 추징에 대해 설명해 주세요.","몰수, 추징",1
"몰수, 추징에 대해 설명해 주세요.",동력,0
"몰수, 추징에 대해 설명해 주세요.",가석방의 취소,0
"몰수, 추징에 해당하는 구체적인 예시가 있을까요?","몰수, 추징",1
"몰수, 추징에 해당하는 구체적인 예시가 있을까요?",음화제조 등,0
"몰수, 추징에 해당하는 구체적인 예시가 있을까요?",인지ㆍ우표유사물의 제조 등,0
통화의 위조 등에 대한 처벌 수위는 어떻게 되나요?,통화의 위조 등,1
통화의 위조 등에 대한 처벌 수위는 어떻게 되나요?,일반건조물 등 방화,0
통화의 위조 등에 대한 처벌 수위는 어떻게 되나요?,강간 등 상해ㆍ치상,0
피해자가 원하지 않아도 통화의 위조 등로 처벌되나요?,통화의 위조 등,1
피해자가 원하지 않아도 통화의 위조 등로 처벌되나요?,범인은닉과 친족간의 특례,0
피해자가 원하지 않아도 통화의 위조 등로 처벌되나요?,강도강간,0
통화의 위조 등가 성립하지 않는 경우도 있나요?,통화의 위조 등,1
통화의 위조 등가 성립하지 않는 경우도 있나요?,다중불해산,0
통화의 위조 등가 성립하지 않는 경우도 있나요?,"예비, 음모",0
위조통화의 취득에 대해 설명해 주세요.,위조통화의 취득,1
위조통화의 취득에 대해 설명해 주세요.,공무상비밀표시무효,0
위조통화의 취득에 대해 설명해 주세요.,과실일수,0
위조통화의 취득에 대한 처벌 수위는 어떻게 되나요?,위조통화의 취득,1
위조통화의 취득에 대한 처벌 수위는 어떻게 되나요?,판결의 공시,0
위조통화의 취득에 대한 처벌 수위는 어떻게 되나요?,현주건조물등에의 일수,0
위조통화의 취득에 해당하는 구체적인 예시가 있을까요?,위조통화의 취득,1
위조통화의 취득에 해당하는 구체적인 예시가 있을까요?,"폭행, 존속폭행",0
위조통화의 취득에 해당하는 구체적인 예시가 있을까요?,"미성년자에 대한 간음, 추행",0
자격정지 또는 벌금의 병과에 대한 처벌 수위는 어떻게 되나요?,자격정지 또는 벌금의 병과,1
자격정지 또는 벌금의 병과에 대한 처벌 수위는 어떻게 되나요?,긴급피난,0
자격정지 또는 벌금의 병과에 대한 처벌 수위는 어떻게 되나요?,형의 집행과 시효기간의 초일,0
자격정지 또는 벌금의 병과에 대해 설명해 주세요.,자격정지 또는 벌금의 병과,1
자격정지 또는 벌금의 병과에 대해 설명해 주세요.,음행매개,0
자격정지 또는 벌금의 병과에 대해 설명해 주세요.,자격정지의 병과,0
위조통화 취득 후의 지정행사가 성립하지 않는 경우도 있나요?,위조통화 취득 후의 지정행사,1
