,question,label
755,"사인등의 위조, 부정사용가 성립하지 않는 경우도 있나요?","사인등의 위조, 부정사용"
756,"사인등의 위조, 부정사용에 해당하는 구체적인 예시가 있을까요?","사인등의 위조, 부정사용"
757,"피해자가 원하지 않아도 사인등의 위조, 부정사용로 처벌되나요?","사인등의 위조, 부정사용"
761,음행매개가 성립하지 않는 경우도 있나요?,음행매개
762,피해자가 원하지 않아도 음행매개로 처벌되나요?,음행매개
763,음행매개가 적용되는 조건은 무엇인가요?,음행매개
764,음화반포등는 실수로 해도 처벌되나요?,음화반포등
765,음화반포등가 적용되는 조건은 무엇인가요?,음화반포등
766,음화반포등가 성립하지 않는 경우도 있나요?,음화반포등
767,음화제조 등에 대해 설명해 주세요.,음화제조 등
768,음화제조 등는 어떤 행위를 하면 성립하나요?,음화제조 등
769,음화제조 등가 적용되는 조건은 무엇인가요?,음화제조 등
770,피해자가 원하지 않아도 공연음란로 처벌되나요?,공연음란
771,공연음란에 해당하는 구체적인 예시가 있을까요?,공연음란
772,공연음란는 실수로 해도 처벌되나요?,공연음란
773,"도박, 상습도박가 적용되는 조건은 무엇인가요?","도박, 상습도박"
774,"도박, 상습도박는 어떤 행위를 하면 성립하나요?","도박, 상습도박"
775,"도박, 상습도박는 실수로 해도 처벌되나요?","도박, 상습도박"
776,도박장소 등 개설가 적용되는 조건은 무엇인가요?,도박장소 등 개설
777,도박장소 등 개설는 어떤 행위를 하면 성립하나요?,도박장소 등 개설
778,도박장소 등 개설에 대해 설명해 주세요.,도박장소 등 개설
779,복표의 발매 등는 어떤 행위를 하면 성립하나요?,복표의 발매 등
780,복표의 발매 등가 적용되는 조건은 무엇인가요?,복표의 발매 등
781,복표의 발매 등에 대한 처벌 수위는 어떻게 되나요?,복표의 발매 등
782,벌금의 병과에 대해 설명해 주세요.,벌금의 병과
783,벌금의 병과는 실수로 해도 처벌되나요?,벌금의 병과
784,벌금의 병과가 적용되는 조건은 무엇인가요?,벌금의 병과
785,"살인, 존속살해는 어떤 행위를 하면 성립하나요?","살인, 존속살해"
786,"살인, 존속살해에 대한 처벌 수위는 어떻게 되나요?","살인, 존속살해"
787,"살인, 존속살해는 실수로 해도 처벌되나요?","살인, 존속살해"
788,"촉탁, 승낙에 의한 살인 등는 어떤 행위를 하면 성립하나요?","촉탁, 승낙에 의한 살인 등"
789,"촉탁, 승낙에 의한 살인 등가 성립하지 않는 경우도 있나요?","촉탁, 승낙에 의한 살인 등"
790,"촉탁, 승낙에 의한 살인 등에 대해 설명해 주세요.","촉탁, 승낙에 의한 살인 등"
791,위계 등에 의한 촉탁살인 등에 대한 처벌 수위는 어떻게 되나요?,위계 등에 의한 촉탁살인 등
792,위계 등에 의한 촉탁살인 등에 해당하는 구체적인 예시가 있을까요?,위계 등에 의한 촉탁살인 등
793,위계 등에 의한 촉탁살인 등가 적용되는 조건은 무엇인가요?,위계 등에 의한 촉탁살인 등
798,"예비, 음모에 대해 설명해 주세요.","예비, 음모"
799,"예비, 음모에 대한 처벌 수위는 어떻게 되나요?","예비, 음모"
801,자격정지의 병과가 성립하지 않는 경우도 있나요?,자격정지의 병과
803,"상해, 존속상해에 해당하는 구체적인 예시가 있을까요?","상해, 존속상해"
804,"상해, 존속상해가 성립하지 않는 경우도 있나요?","상해, 존속상해"
805,"상해, 존속상해에 대한 처벌 수위는 어떻게 되나요?","상해, 존속상해"
806,"중상해, 존속중상해가 성립하지 않는 경우도 있나요?","중상해, 존속중상해"
807,"중상해, 존속중상해는 어떤 행위를 하면 성립하나요?","중상해, 존속중상해"
808,"중상해, 존속중상해는 실수로 해도 처벌되나요?","중상해, 존속중상해"
809,상해치사가 성립하지 않는 경우도 있나요?,상해치사
810,상해치사가 적용되는 조건은 무엇인가요?,상해치사
811,상해치사에 대한 처벌 수위는 어떻게 되나요?,상해치사
812,"폭행, 존속폭행가 적용되는 조건은 무엇인가요?","폭행, 존속폭행"
813,"폭행, 존속폭행에 대한 처벌 수위는 어떻게 되나요?","폭행, 존속폭행"
814,"폭행, 존속폭행는 어떤 행위를 하면 성립하나요?","폭행, 존속폭행"
815,특수폭행에 대해 설명해 주세요.,특수폭행
816,특수폭행는 실수로 해도 처벌되나요?,특수폭행
817,특수폭행가 적용되는 조건은 무엇인가요?,특수폭행
818,피해자가 원하지 않아도 폭행치사상로 처벌되나요?,폭행치사상
819,폭행치사상에 대한 처벌 수위는 어떻게 되나요?,폭행치사상
820,폭행치사상가 적용되는 조건은 무엇인가요?,폭행치사상
821,동시범에 대한 처벌 수위는 어떻게 되나요?,동시범
822,동시범가 성립하지 않는 경우도 있나요?,동시범
823,동시범는 어떤 행위를 하면 성립하나요?,동시범
825,상습범가 적용되는 조건은 무엇인가요?,상습범
826,상습범는 실수로 해도 처벌되나요?,상습범
829,자격정지의 병과는 어떤 행위를 하면 성립하나요?,자격정지의 병과
830,피해자가 원하지 않아도 과실치상로 처벌되나요?,과실치상
831,과실치상에 대해 설명해 주세요.,과실치상
832,과실치상는 실수로 해도 처벌되나요?,과실치상
833,과실치사가 성립하지 않는 경우도 있나요?,과실치사
834,과실치사가 적용되는 조건은 무엇인가요?,과실치사
835,과실치사에 대해 설명해 주세요.,과실치사
836,업무상과실ㆍ중과실 치사상가 적용되는 조건은 무엇인가요?,업무상과실ㆍ중과실 치사상
837,피해자가 원하지 않아도 업무상과실ㆍ중과실 치사상로 처벌되나요?,업무상과실ㆍ중과실 치사상
838,업무상과실ㆍ중과실 치사상에 해당하는 구체적인 예시가 있을까요?,업무상과실ㆍ중과실 치사상
839,낙태에 대해 설명해 주세요.,낙태
840,낙태에 대한 처벌 수위는 어떻게 되나요?,낙태
841,낙태는 실수로 해도 처벌되나요?,낙태
842,"의사 등의 낙태, 부동의낙태가 적용되는 조건은 무엇인가요?","의사 등의 낙태, 부동의낙태"
843,"의사 등의 낙태, 부동의낙태는 어떤 행위를 하면 성립하나요?","의사 등의 낙태, 부동의낙태"
844,"의사 등의 낙태, 부동의낙태에 대한 처벌 수위는 어떻게 되나요?","의사 등의 낙태, 부동의낙태"
845,"유기, 존속유기는 실수로 해도 처벌되나요?","유기, 존속유기"
846,"유기, 존속유기에 대한 처벌 수위는 어떻게 되나요?","유기, 존속유기"
847,"유기, 존속유기는 어떤 행위를 하면 성립하나요?","유기, 존속유기"
848,"학대, 존속학대가 성립하지 않는 경우도 있나요?","학대, 존속학대"
849,"학대, 존속학대는 어떤 행위를 하면 성립하나요?","학대, 존속학대"
850,"학대, 존속학대가 적용되는 조건은 무엇인가요?","학대, 존속학대"
851,아동혹사에 해당하는 구체적인 예시가 있을까요?,아동혹사
852,아동혹사에 대한 처벌 수위는 어떻게 되나요?,아동혹사
853,아동혹사에 대해 설명해 주세요.,아동혹사
854,유기등 치사상는 실수로 해도 처벌되나요?,유기등 치사상
855,유기등 치사상에 대한 처벌 수위는 어떻게 되나요?,유기등 치사상
856,유기등 치사상가 성립하지 않는 경우도 있나요?,유기등 치사상
857,"체포, 감금, 존속체포, 존속감금는 실수로 해도 처벌되나요?","체포, 감금, 존속체포, 존속감금"
858,"체포, 감금, 존속체포, 존속감금가 적용되는 조건은 무엇인가요?","체포, 감금, 존속체포, 존속감금"
859,"체포, 감금, 존속체포, 존속감금에 해당하는 구체적인 예시가 있을까요?","체포, 감금, 존속체포, 존속감금"
860,"중체포, 중감금, 존속중체포, 존속중감금에 대한 처벌 수위는 어떻게 되나요?","중체포, 중감금, 존속중체포, 존속중감금"
861,"중체포, 중감금, 존속중체포, 존속중감금가 적용되는 조건은 무엇인가요?","중체포, 중감금, 존속중체포, 존속중감금"
862,"중체포, 중감금, 존속중체포, 존속중감금에 해당하는 구체적인 예시가 있을까요?","중체포, 중감금, 존속중체포, 존속중감금"
863,"피해자가 원하지 않아도 특수체포, 특수감금로 처벌되나요?","특수체포, 특수감금"
864,"특수체포, 특수감금에 대한 처벌 수위는 어떻게 되나요?","특수체포, 특수감금"
865,"특수체포, 특수감금는 실수로 해도 처벌되나요?","특수체포, 특수감금"
867,상습범에 대한 처벌 수위는 어떻게 되나요?,상습범
868,피해자가 원하지 않아도 상습범로 처벌되나요?,상습범
872,체포ㆍ감금등의 치사상에 대해 설명해 주세요.,체포ㆍ감금등의 치사상
873,피해자가 원하지 않아도 체포ㆍ감금등의 치사상로 처벌되나요?,체포ㆍ감금등의 치사상
874,체포ㆍ감금등의 치사상는 실수로 해도 처벌되나요?,체포ㆍ감금등의 치사상
877,자격정지의 병과는 실수로 해도 처벌되나요?,자격정지의 병과
878,"협박, 존속협박가 적용되는 조건은 무엇인가요?","협박, 존속협박"
879,"협박, 존속협박는 어떤 행위를 하면 성립하나요?","협박, 존속협박"
880,"협박, 존속협박에 대한 처벌 수위는 어떻게 되나요?","협박, 존속협박"
881,특수협박는 실수로 해도 처벌되나요?,특수협박
882,특수협박에 해당하는 구체적인 예시가 있을까요?,특수협박
883,특수협박가 적용되는 조건은 무엇인가요?,특수협박
890,"미성년자의 약취, 유인에 대해 설명해 주세요.","미성년자의 약취, 유인"
891,"미성년자의 약취, 유인에 대한 처벌 수위는 어떻게 되나요?","미성년자의 약취, 유인"
892,"미성년자의 약취, 유인는 실수로 해도 처벌되나요?","미성년자의 약취, 유인"
893,"추행 등 목적 약취, 유인 등는 실수로 해도 처벌되나요?","추행 등 목적 약취, 유인 등"
894,"추행 등 목적 약취, 유인 등에 해당하는 구체적인 예시가 있을까요?","추행 등 목적 약취, 유인 등"
895,"추행 등 목적 약취, 유인 등는 어떤 행위를 하면 성립하나요?","추행 등 목적 약취, 유인 등"
896,인신매매에 대한 처벌 수위는 어떻게 되나요?,인신매매
897,인신매매에 해당하는 구체적인 예시가 있을까요?,인신매매
898,인신매매는 실수로 해도 처벌되나요?,인신매매
899,"피해자가 원하지 않아도 약취, 유인, 매매, 이송 등 상해ㆍ치상로 처벌되나요?","약취, 유인, 매매, 이송 등 상해ㆍ치상"
900,"약취, 유인, 매매, 이송 등 상해ㆍ치상에 대해 설명해 주세요.","약취, 유인, 매매, 이송 등 상해ㆍ치상"
901,"약취, 유인, 매매, 이송 등 상해ㆍ치상에 대한 처벌 수위는 어떻게 되나요?","약취, 유인, 매매, 이송 등 상해ㆍ치상"
902,"약취, 유인, 매매, 이송 등 살인ㆍ치사에 대한 처벌 수위는 어떻게 되나요?","약취, 유인, 매매, 이송 등 살인ㆍ치사"
903,"약취, 유인, 매매, 이송 등 살인ㆍ치사에 대해 설명해 주세요.","약취, 유인, 매매, 이송 등 살인ㆍ치사"
904,"약취, 유인, 매매, 이송 등 살인ㆍ치사가 적용되는 조건은 무엇인가요?","약취, 유인, 매매, 이송 등 살인ㆍ치사"
905,"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등는 어떤 행위를 하면 성립하나요?","약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등"
906,"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등가 성립하지 않는 경우도 있나요?","약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등"
907,"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등에 대한 처벌 수위는 어떻게 되나요?","약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등"
911,벌금의 병과가 성립하지 않는 경우도 있나요?,벌금의 병과
912,벌금의 병과에 해당하는 구체적인 예시가 있을까요?,벌금의 병과
917,강간에 대한 처벌 수위는 어떻게 되나요?,강간
918,강간는 어떤 행위를 하면 성립하나요?,강간
919,강간가 적용되는 조건은 무엇인가요?,강간
920,강제추행는 어떤 행위를 하면 성립하나요?,강제추행
921,강제추행가 성립하지 않는 경우도 있나요?,강제추행
922,강제추행에 대한 처벌 수위는 어떻게 되나요?,강제추행
923,"준강간, 준강제추행에 해당하는 구체적인 예시가 있을까요?","준강간, 준강제추행"
924,"준강간, 준강제추행는 실수로 해도 처벌되나요?","준강간, 준강제추행"
925,"준강간, 준강제추행는 어떤 행위를 하면 성립하나요?","준강간, 준강제추행"
929,강간 등 상해ㆍ치상가 성립하지 않는 경우도 있나요?,강간 등 상해ㆍ치상
930,강간 등 상해ㆍ치상가 적용되는 조건은 무엇인가요?,강간 등 상해ㆍ치상
931,강간 등 상해ㆍ치상에 대해 설명해 주세요.,강간 등 상해ㆍ치상
932,미성년자 등에 대한 간음가 성립하지 않는 경우도 있나요?,미성년자 등에 대한 간음
933,미성년자 등에 대한 간음가 적용되는 조건은 무엇인가요?,미성년자 등에 대한 간음
934,피해자가 원하지 않아도 미성년자 등에 대한 간음로 처벌되나요?,미성년자 등에 대한 간음
935,업무상위력 등에 의한 간음는 어떤 행위를 하면 성립하나요?,업무상위력 등에 의한 간음
936,업무상위력 등에 의한 간음는 실수로 해도 처벌되나요?,업무상위력 등에 의한 간음
937,업무상위력 등에 의한 간음에 해당하는 구체적인 예시가 있을까요?,업무상위력 등에 의한 간음
938,"미성년자에 대한 간음, 추행가 적용되는 조건은 무엇인가요?","미성년자에 대한 간음, 추행"
939,"미성년자에 대한 간음, 추행에 대해 설명해 주세요.","미성년자에 대한 간음, 추행"
940,"미성년자에 대한 간음, 추행는 실수로 해도 처벌되나요?","미성년자에 대한 간음, 추행"
941,명예훼손는 실수로 해도 처벌되나요?,명예훼손
942,피해자가 원하지 않아도 명예훼손로 처벌되나요?,명예훼손
943,명예훼손가 성립하지 않는 경우도 있나요?,명예훼손
944,사자의 명예훼손가 적용되는 조건은 무엇인가요?,사자의 명예훼손
945,사자의 명예훼손에 해당하는 구체적인 예시가 있을까요?,사자의 명예훼손
946,사자의 명예훼손에 대해 설명해 주세요.,사자의 명예훼손
947,출판물 등에 의한 명예훼손가 적용되는 조건은 무엇인가요?,출판물 등에 의한 명예훼손
948,피해자가 원하지 않아도 출판물 등에 의한 명예훼손로 처벌되나요?,출판물 등에 의한 명예훼손
949,출판물 등에 의한 명예훼손에 대해 설명해 주세요.,출판물 등에 의한 명예훼손
950,위법성의 조각에 대한 처벌 수위는 어떻게 되나요?,위법성의 조각
951,위법성의 조각가 적용되는 조건은 무엇인가요?,위법성의 조각
952,위법성의 조각는 어떤 행위를 하면 성립하나요?,위법성의 조각
953,모욕가 적용되는 조건은 무엇인가요?,모욕
954,피해자가 원하지 않아도 모욕로 처벌되나요?,모욕
955,모욕에 대한 처벌 수위는 어떻게 되나요?,모욕
956,고소와 피해자의 의사가 적용되는 조건은 무엇인가요?,고소와 피해자의 의사
957,고소와 피해자의 의사에 대한 처벌 수위는 어떻게 되나요?,고소와 피해자의 의사
958,고소와 피해자의 의사에 대해 설명해 주세요.,고소와 피해자의 의사
959,피해자가 원하지 않아도 신용훼손로 처벌되나요?,신용훼손
960,신용훼손에 해당하는 구체적인 예시가 있을까요?,신용훼손
961,신용훼손가 적용되는 조건은 무엇인가요?,신용훼손
962,업무방해는 실수로 해도 처벌되나요?,업무방해
963,피해자가 원하지 않아도 업무방해로 처벌되나요?,업무방해
964,업무방해에 대한 처벌 수위는 어떻게 되나요?,업무방해
965,"경매, 입찰의 방해는 어떤 행위를 하면 성립하나요?","경매, 입찰의 방해"
966,"경매, 입찰의 방해에 대한 처벌 수위는 어떻게 되나요?","경매, 입찰의 방해"
967,"경매, 입찰의 방해에 대해 설명해 주세요.","경매, 입찰의 방해"
968,비밀침해가 성립하지 않는 경우도 있나요?,비밀침해
969,비밀침해는 실수로 해도 처벌되나요?,비밀침해
970,비밀침해에 대한 처벌 수위는 어떻게 되나요?,비밀침해
971,업무상비밀누설가 성립하지 않는 경우도 있나요?,업무상비밀누설
972,피해자가 원하지 않아도 업무상비밀누설로 처벌되나요?,업무상비밀누설
973,업무상비밀누설는 어떤 행위를 하면 성립하나요?,업무상비밀누설
974,고소가 적용되는 조건은 무엇인가요?,고소
975,고소는 어떤 행위를 하면 성립하나요?,고소
976,고소에 해당하는 구체적인 예시가 있을까요?,고소
977,"주거침입, 퇴거불응에 해당하는 구체적인 예시가 있을까요?","주거침입, 퇴거불응"
978,"주거침입, 퇴거불응가 적용되는 조건은 무엇인가요?","주거침입, 퇴거불응"
979,"주거침입, 퇴거불응는 어떤 행위를 하면 성립하나요?","주거침입, 퇴거불응"
980,특수주거침입는 어떤 행위를 하면 성립하나요?,특수주거침입
981,특수주거침입는 실수로 해도 처벌되나요?,특수주거침입
982,특수주거침입가 적용되는 조건은 무엇인가요?,특수주거침입
983,주거ㆍ신체 수색가 적용되는 조건은 무엇인가요?,주거ㆍ신체 수색
984,주거ㆍ신체 수색에 대해 설명해 주세요.,주거ㆍ신체 수색
985,주거ㆍ신체 수색는 실수로 해도 처벌되나요?,주거ㆍ신체 수색
989,권리행사방해는 어떤 행위를 하면 성립하나요?,권리행사방해
990,피해자가 원하지 않아도 권리행사방해로 처벌되나요?,권리행사방해
991,권리행사방해가 적용되는 조건은 무엇인가요?,권리행사방해
992,강요는 실수로 해도 처벌되나요?,강요
993,강요에 대해 설명해 주세요.,강요
994,강요는 어떤 행위를 하면 성립하나요?,강요
995,"피해자가 원하지 않아도 점유강취, 준점유강취로 처벌되나요?","점유강취, 준점유강취"
996,"점유강취, 준점유강취가 성립하지 않는 경우도 있나요?","점유강취, 준점유강취"
997,"점유강취, 준점유강취에 대한 처벌 수위는 어떻게 되나요?","점유강취, 준점유강취"
998,중권리행사방해에 해당하는 구체적인 예시가 있을까요?,중권리행사방해
999,피해자가 원하지 않아도 중권리행사방해로 처벌되나요?,중권리행사방해
1000,중권리행사방해에 대한 처벌 수위는 어떻게 되나요?,중권리행사방해
1001,강제집행면탈는 어떤 행위를 하면 성립하나요?,강제집행면탈
1002,강제집행면탈가 성립하지 않는 경우도 있나요?,강제집행면탈
1003,피해자가 원하지 않아도 강제집행면탈로 처벌되나요?,강제집행면탈
1004,친족간의 범행과 고소가 적용되는 조건은 무엇인가요?,친족간의 범행과 고소
1005,친족간의 범행과 고소는 어떤 행위를 하면 성립하나요?,친족간의 범행과 고소
1006,친족간의 범행과 고소는 실수로 해도 처벌되나요?,친족간의 범행과 고소
1007,피해자가 원하지 않아도 절도로 처벌되나요?,절도
1008,절도에 대한 처벌 수위는 어떻게 되나요?,절도
1009,절도가 성립하지 않는 경우도 있나요?,절도
1010,야간주거침입절도가 성립하지 않는 경우도 있나요?,야간주거침입절도
1011,야간주거침입절도는 어떤 행위를 하면 성립하나요?,야간주거침입절도
1012,야간주거침입절도는 실수로 해도 처벌되나요?,야간주거침입절도
1013,특수절도에 대해 설명해 주세요.,특수절도
1014,피해자가 원하지 않아도 특수절도로 처벌되나요?,특수절도
1015,특수절도에 대한 처벌 수위는 어떻게 되나요?,특수절도
1019,강도가 적용되는 조건은 무엇인가요?,강도
1020,강도가 성립하지 않는 경우도 있나요?,강도
1021,피해자가 원하지 않아도 강도로 처벌되나요?,강도
1022,특수강도는 어떤 행위를 하면 성립하나요?,특수강도
1023,특수강도에 대한 처벌 수위는 어떻게 되나요?,특수강도
1024,피해자가 원하지 않아도 특수강도로 처벌되나요?,특수강도
1025,피해자가 원하지 않아도 준강도로 처벌되나요?,준강도
1026,준강도에 해당하는 구체적인 예시가 있을까요?,준강도
1027,준강도는 실수로 해도 처벌되나요?,준강도
1028,인질강도에 대해 설명해 주세요.,인질강도
1029,인질강도에 대한 처벌 수위는 어떻게 되나요?,인질강도
1030,인질강도가 성립하지 않는 경우도 있나요?,인질강도
1031,"강도상해, 치상는 실수로 해도 처벌되나요?","강도상해, 치상"
1032,"강도상해, 치상에 대해 설명해 주세요.","강도상해, 치상"
1033,"강도상해, 치상는 어떤 행위를 하면 성립하나요?","강도상해, 치상"
1034,강도살인ㆍ치사에 해당하는 구체적인 예시가 있을까요?,강도살인ㆍ치사
1035,강도살인ㆍ치사가 적용되는 조건은 무엇인가요?,강도살인ㆍ치사
1036,강도살인ㆍ치사는 실수로 해도 처벌되나요?,강도살인ㆍ치사
1037,강도강간에 대해 설명해 주세요.,강도강간
1038,강도강간에 대한 처벌 수위는 어떻게 되나요?,강도강간
1039,강도강간가 성립하지 않는 경우도 있나요?,강도강간
1040,해상강도가 적용되는 조건은 무엇인가요?,해상강도
1041,해상강도에 대한 처벌 수위는 어떻게 되나요?,해상강도
1042,해상강도에 해당하는 구체적인 예시가 있을까요?,해상강도
1052,친족간의 범행에 해당하는 구체적인 예시가 있을까요?,친족간의 범행
1053,친족간의 범행는 실수로 해도 처벌되나요?,친족간의 범행
1054,피해자가 원하지 않아도 친족간의 범행로 처벌되나요?,친족간의 범행
1055,자격정지의 병과에 대한 처벌 수위는 어떻게 되나요?,자격정지의 병과
1058,동력가 성립하지 않는 경우도 있나요?,동력
1059,동력는 실수로 해도 처벌되나요?,동력
1060,동력는 어떤 행위를 하면 성립하나요?,동력
1061,피해자가 원하지 않아도 사기로 처벌되나요?,사기
1062,사기가 적용되는 조건은 무엇인가요?,사기
1063,사기는 실수로 해도 처벌되나요?,사기
1064,준사기에 대해 설명해 주세요.,준사기
1065,준사기에 해당하는 구체적인 예시가 있을까요?,준사기
1066,준사기가 성립하지 않는 경우도 있나요?,준사기
1067,부당이득에 해당하는 구체적인 예시가 있을까요?,부당이득
1068,부당이득가 성립하지 않는 경우도 있나요?,부당이득
1069,부당이득에 대한 처벌 수위는 어떻게 되나요?,부당이득
1070,피해자가 원하지 않아도 공갈로 처벌되나요?,공갈
1071,공갈에 대한 처벌 수위는 어떻게 되나요?,공갈
1072,공갈는 실수로 해도 처벌되나요?,공갈
1073,상습범에 대해 설명해 주세요.,상습범
1082,"친족간의 범행, 동력가 성립하지 않는 경우도 있나요?","친족간의 범행, 동력"
1083,"친족간의 범행, 동력에 해당하는 구체적인 예시가 있을까요?","친족간의 범행, 동력"
1084,"친족간의 범행, 동력가 적용되는 조건은 무엇인가요?","친족간의 범행, 동력"
1085,"횡령, 배임는 실수로 해도 처벌되나요?","횡령, 배임"
1086,"횡령, 배임가 적용되는 조건은 무엇인가요?","횡령, 배임"
1087,"횡령, 배임가 성립하지 않는 경우도 있나요?","횡령, 배임"
1088,업무상의 횡령과 배임에 대한 처벌 수위는 어떻게 되나요?,업무상의 횡령과 배임
1089,업무상의 횡령과 배임는 실수로 해도 처벌되나요?,업무상의 횡령과 배임
1090,업무상의 횡령과 배임가 적용되는 조건은 무엇인가요?,업무상의 횡령과 배임
1091,배임수증재가 적용되는 조건은 무엇인가요?,배임수증재
1092,피해자가 원하지 않아도 배임수증재로 처벌되나요?,배임수증재
1093,배임수증재는 실수로 해도 처벌되나요?,배임수증재
1095,자격정지의 병과에 대해 설명해 주세요.,자격정지의 병과
1100,점유이탈물횡령에 대한 처벌 수위는 어떻게 되나요?,점유이탈물횡령
1101,점유이탈물횡령에 대해 설명해 주세요.,점유이탈물횡령
1102,점유이탈물횡령는 실수로 해도 처벌되나요?,점유이탈물횡령
1103,"친족간의 범행, 동력에 대한 처벌 수위는 어떻게 되나요?","친족간의 범행, 동력"
1104,"친족간의 범행, 동력는 실수로 해도 처벌되나요?","친족간의 범행, 동력"
1106,"장물의 취득, 알선 등에 대한 처벌 수위는 어떻게 되나요?","장물의 취득, 알선 등"
1107,"장물의 취득, 알선 등에 해당하는 구체적인 예시가 있을까요?","장물의 취득, 알선 등"
1108,"장물의 취득, 알선 등가 적용되는 조건은 무엇인가요?","장물의 취득, 알선 등"
1112,"업무상과실, 중과실가 성립하지 않는 경우도 있나요?","업무상과실, 중과실"
1113,"업무상과실, 중과실에 대해 설명해 주세요.","업무상과실, 중과실"
1114,"업무상과실, 중과실에 대한 처벌 수위는 어떻게 되나요?","업무상과실, 중과실"
1115,친족간의 범행에 대해 설명해 주세요.,친족간의 범행
1116,친족간의 범행가 적용되는 조건은 무엇인가요?,친족간의 범행
1117,친족간의 범행에 대한 처벌 수위는 어떻게 되나요?,친족간의 범행
1118,재물손괴등에 해당하는 구체적인 예시가 있을까요?,재물손괴등
1119,재물손괴등는 실수로 해도 처벌되나요?,재물손괴등
1120,재물손괴등가 적용되는 조건은 무엇인가요?,재물손괴등
1121,공익건조물파괴가 성립하지 않는 경우도 있나요?,공익건조물파괴
1122,공익건조물파괴는 어떤 행위를 하면 성립하나요?,공익건조물파괴
1123,피해자가 원하지 않아도 공익건조물파괴로 처벌되나요?,공익건조물파괴
1124,피해자가 원하지 않아도 중손괴로 처벌되나요?,중손괴
1125,중손괴에 대한 처벌 수위는 어떻게 되나요?,중손괴
1126,중손괴가 성립하지 않는 경우도 있나요?,중손괴
1127,피해자가 원하지 않아도 특수손괴로 처벌되나요?,특수손괴
1128,특수손괴에 대한 처벌 수위는 어떻게 되나요?,특수손괴
1129,특수손괴가 적용되는 조건은 무엇인가요?,특수손괴
1130,경계침범가 성립하지 않는 경우도 있나요?,경계침범
1131,경계침범가 적용되는 조건은 무엇인가요?,경계침범
1132,경계침범에 대해 설명해 주세요.,경계침범
1136,동력에 대한 처벌 수위는 어떻게 되나요?,동력
1137,피해자가 원하지 않아도 동력로 처벌되나요?,동력
